Algorithm,Captured Time,Mistakes,Mistakes (Std),Updates,Time,Accuracies,Accuracies (Std),Sensitivities,Sensitivities (Std),Specificities,Specificities (Std),Precisions,Precisions (Std),G-Mean,G-Mean (Std),Kappas,Kappas (Std),MCCs,MCCs (Std),Cumulative Errors,Cumulative Errors (Std),Sum,Sum (Std),Dataset
Gaussian_Kernel_Perceptron,67.0,0.8194029850746268,0.06241947363082531,62.5,0.0036286354064941407,0.18059701492537314,0.06241947363082532,0.48838947533663735,0.03224480609374267,0.43081556450429204,0.15075180093316673,0.43081556450429204,0.15075180093316673,0.44688645454675713,0.11477898690530773,-0.004595061581340038,0.016901116264202504,-0.04536828518725236,0.10515947597258032,0.8194029850746268,0.06241947363082531,0.45960251992046464,0.08473148198745037,abtype3_w50_t0.051
Gaussian_Kernel_Perceptron,134.0,0.8470149253731343,0.037721647630149575,124.35,0.017467188835144042,0.15298507462686567,0.03772164763014959,0.5002217313554032,0.02260261474276878,0.47898564870057675,0.07483814593884837,0.47898564870057675,0.07483814593884837,0.4883942888096985,0.04896535273405848,0.00033577335605519676,0.009785483458240457,-0.013259612337133192,0.07152461820881455,0.8470149253731343,0.037721647630149575,0.48960369002799,0.04681543422470666,abtype3_w50_t0.051
Gaussian_Kernel_Perceptron,201.0,0.8487562189054726,0.0295339742878723,186.05,0.03202378749847412,0.15124378109452735,0.0295339742878723,0.5027816076676366,0.013594992507463925,0.5007352966538237,0.03885230446220839,0.5007352966538237,0.03885230446220839,0.501542954692261,0.025296977156341972,0.0013741456822141506,0.006286988155984943,0.0034951155453196076,0.04117117126305476,0.8487562189054726,0.0295339742878723,0.5017584521607301,0.025218422619213685,abtype3_w50_t0.051
Gaussian_Kernel_Perceptron,268.0,0.859141791044776,0.024378981987634284,248.9,0.04668959379196167,0.14085820895522388,0.02437898198763429,0.5040333342350019,0.011290793869109682,0.5049538166579151,0.0328399630550586,0.5049538166579151,0.0328399630550586,0.5043454288834683,0.02138760025654181,0.0019225021933347909,0.005189496332438969,0.009208775710440237,0.035040847387209896,0.859141791044776,0.024378981987634284,0.5044935754464585,0.021344294734549196,abtype3_w50_t0.051
Gaussian_Kernel_Perceptron,335.0,0.8637313432835819,0.018743677927264796,310.8,0.061902987957000735,0.1362686567164179,0.018743677927264796,0.5053426222219632,0.008750178219217213,0.5091241696151998,0.02903588187753267,0.5091241696151998,0.02903588187753267,0.5071058697055858,0.018424666289416063,0.0022881131326023653,0.0038197429597944675,0.014257390759798932,0.029094136958080493,0.8637313432835819,0.018743677927264796,0.5072333959185815,0.018350920078393937,abtype3_w50_t0.051
Gaussian_Kernel_Perceptron,402.0,0.8654228855721394,0.014459991670978733,373.5,0.07731298208236695,0.1345771144278607,0.014459991670978726,0.507274555221563,0.007597448259392362,0.517010309158667,0.021337659092621104,0.517010309158667,0.021337659092621104,0.5120571787288896,0.013763232164838558,0.003037184597914139,0.0032387502880088796,0.021694426277011618,0.022968380389226467,0.8654228855721394,0.014459991670978733,0.5121424321901149,0.013825966183076919,abtype3_w50_t0.051
Gaussian_Kernel_Perceptron,469.0,0.8650319829424307,0.014193125151934017,434.9,0.09335319995880127,0.13496801705756928,0.014193125151934003,0.5082783036795944,0.006982376128890499,0.520448401812245,0.018653953214377336,0.520448401812245,0.018653953214377336,0.5142802905699132,0.012085321778934387,0.003499403295311254,0.0029637084815438025,0.02545991112811811,0.02048099183067814,0.8650319829424307,0.014193125151934017,0.5143633527459197,0.012165591205436761,abtype3_w50_t0.051
Gaussian_Kernel_Perceptron,536.0,0.8665111940298507,0.013251194690525818,497.45,0.10991120338439941,0.13348880597014923,0.013251194690525816,0.5090894415452637,0.0059248534237657715,0.5235812938044424,0.015451335210167843,0.5235812938044424,0.015451335210167843,0.5162535913220812,0.010071175276349655,0.0038152109973863422,0.0025270389836146868,0.02882889293771066,0.017441924496658035,0.8665111940298507,0.013251194690525818,0.5163353676748532,0.01015909646273092,abtype3_w50_t0.051
Gaussian_Kernel_Perceptron,603.0,0.8664179104477612,0.010442165971290182,559.1,0.125325345993042,0.13358208955223885,0.010442165971290171,0.5097092941687204,0.0052240250338274116,0.526489972080627,0.014635950048951386,0.526489972080627,0.014635950048951386,0.5180018681348363,0.009277731007357563,0.004086718951594803,0.002216695824576255,0.03160854510077059,0.015824478292157964,0.8664179104477612,0.010442165971290182,0.5180996331246737,0.009378975514264358,abtype3_w50_t0.051
Gaussian_Kernel_Perceptron,670.0,0.8677611940298506,0.011774974879591657,621.35,0.14165502786636353,0.13223880597014928,0.011774974879591654,0.5097320308137173,0.0054566049602135505,0.5269929146609476,0.014093546363574098,0.5269929146609476,0.014093546363574098,0.5182643022271772,0.009144955657391842,0.004092436398911303,0.002310582871216269,0.0319678056833517,0.015944816037061094,0.8677611940298506,0.011774974879591657,0.5183624727373324,0.009234442479941528,abtype3_w50_t0.051
Gaussian_Kernel_Perceptron,737.0,0.8687245590230666,0.010725784995215034,684.1,0.15843206644058228,0.13127544097693353,0.010725784995215037,0.5101718273129302,0.005430802755356208,0.5275222177244465,0.012976453826562272,0.5275222177244465,0.012976453826562272,0.5187529582034353,0.008593576877752017,0.004198103905184486,0.0022024866303574963,0.03302230679356476,0.015341512727030535,0.8687245590230666,0.010725784995215034,0.5188470225186883,0.008673189435230709,abtype3_w50_t0.051
Gaussian_Kernel_Perceptron,804.0,0.8687189054726367,0.009525081563047284,745.65,0.17566864490509032,0.13128109452736317,0.009525081563047287,0.510413957630155,0.0052062667938930635,0.5291631364264008,0.012338627187102906,0.5291631364264008,0.012338627187102906,0.5196850909568005,0.00820741693244105,0.004334211118386377,0.0021565970705716003,0.03445782715416324,0.01477470326693493,0.8687189054726367,0.009525081563047284,0.5197885470282777,0.008287889583356859,abtype3_w50_t0.051
