Algorithm,Captured Time,Mistakes,Mistakes (Std),Updates,Time,Accuracies,Accuracies (Std),Sensitivities,Sensitivities (Std),Specificities,Specificities (Std),Precisions,Precisions (Std),G-Mean,G-Mean (Std),Kappas,Kappas (Std),MCCs,MCCs (Std),Cumulative Errors,Cumulative Errors (Std),Sum,Sum (Std),Dataset
Gaussian_Kernel_Perceptron,67.0,0.7477611940298508,0.09187291580007399,62.2,0.0024467110633850098,0.25223880597014925,0.091872915800074,0.5172681083242525,0.06523018832739531,0.5199868919206336,0.03668585821986658,0.5199868919206336,0.03668585821986658,0.5180507587973142,0.04874299666612684,0.015829592837754636,0.02609372945694976,0.03530533250135387,0.08516693410628333,0.7477611940298508,0.09187291580007399,0.5186275001224432,0.047855236435268844,abtype2_w35_t0.313
Gaussian_Kernel_Perceptron,134.0,0.7186567164179103,0.05345596931058574,124.2,0.014200544357299805,0.2813432835820896,0.05345596931058573,0.5554650556727202,0.034687790176771295,0.5340421504729357,0.019719420036850937,0.5340421504729357,0.019719420036850937,0.5445378792632526,0.02578119813268354,0.028910205184951056,0.019679125033672543,0.08563967654054365,0.04895019948303064,0.7186567164179103,0.05345596931058574,0.5447536030728279,0.025888882195042696,abtype2_w35_t0.313
Gaussian_Kernel_Perceptron,201.0,0.7124378109452736,0.04217426756720945,185.15,0.034164059162139895,0.28756218905472636,0.042174267567209434,0.5746327881965747,0.023476705559243635,0.5430373856166547,0.015204729726983359,0.5430373856166547,0.015204729726983359,0.5585610291634955,0.01799827045831912,0.037298617549373164,0.01602811832834916,0.11258848357497679,0.03522683492061921,0.7124378109452736,0.04217426756720945,0.5588350869066148,0.018144473026107163,abtype2_w35_t0.313
Gaussian_Kernel_Perceptron,268.0,0.7022388059701493,0.03367731110312336,247.75,0.05593011379241943,0.2977611940298508,0.033677311103123365,0.5819606211206477,0.018008394326924797,0.5437243118431069,0.012202459423184634,0.5437243118431069,0.012202459423184634,0.562480140157099,0.01370326846224343,0.03962142034496162,0.012326838493534545,0.11903748357318789,0.02733060789382627,0.7022388059701493,0.03367731110312336,0.5628424664818774,0.013822997869331163,abtype2_w35_t0.313
Gaussian_Kernel_Perceptron,335.0,0.6997014925373135,0.03066646649877689,309.0,0.07888740301132202,0.30029850746268655,0.030666466498776898,0.5898871813767593,0.01624472702766291,0.5465933106283523,0.008994506914859151,0.5465933106283523,0.008994506914859151,0.5677964824878574,0.011406950011448484,0.04280132730931914,0.010261116545712453,0.12901882847015192,0.02202303399979792,0.6997014925373135,0.03066646649877689,0.5682402460025557,0.011553631974830917,abtype2_w35_t0.313
Gaussian_Kernel_Perceptron,402.0,0.6878109452736318,0.02765001185112659,369.95,0.10004345178604127,0.31218905472636815,0.027650011851126602,0.5983195241893633,0.014459263835780861,0.5513907032269616,0.008832064303565076,0.5513907032269616,0.008832064303565076,0.5743580007337878,0.010869700873170284,0.04906853166237955,0.010897375969976744,0.14192458711696757,0.021401176485700016,0.6878109452736318,0.02765001185112659,0.5748551137081626,0.010976749110262796,abtype2_w35_t0.313
Gaussian_Kernel_Perceptron,469.0,0.6859275053304905,0.02313310010200779,430.75,0.11444267034530639,0.31407249466950965,0.02313310010200779,0.6017391838472022,0.013776921915399433,0.5528328050401072,0.008042813286509305,0.5528328050401072,0.008042813286509305,0.5767496409014785,0.010090635876854413,0.050612186341998336,0.00969157555605256,0.14639942762636182,0.019776416904722406,0.6859275053304905,0.02313310010200779,0.5772859944436546,0.010199350839695975,abtype2_w35_t0.313
Gaussian_Kernel_Perceptron,536.0,0.681902985074627,0.019616186584537853,492.15,0.13421367406845092,0.3180970149253731,0.01961618658453786,0.605496970672899,0.011646228477371965,0.5549830028719408,0.0071126977647679775,0.5549830028719408,0.0071126977647679775,0.5796754113642499,0.008540314350165126,0.053101871751869735,0.008107701906262418,0.15213373119314702,0.016776733341738806,0.681902985074627,0.019616186584537853,0.5802399867724198,0.008634380383765775,abtype2_w35_t0.313
Gaussian_Kernel_Perceptron,603.0,0.680514096185738,0.019363079259123266,553.7,0.15630253553390502,0.319485903814262,0.019363079259123252,0.6075183553210117,0.011701791779988032,0.5551924502349878,0.006350461547069596,0.5551924502349878,0.006350461547069596,0.5807510525057428,0.008181898634769955,0.05375745762930932,0.007871491896371317,0.15389970728404495,0.01575381836496475,0.680514096185738,0.019363079259123266,0.5813554027779997,0.00829922721572873,abtype2_w35_t0.313
Gaussian_Kernel_Perceptron,670.0,0.6783582089552239,0.022210740579819303,615.0,0.17786014080047607,0.3216417910447761,0.022210740579819307,0.6093759082567571,0.012293013734599423,0.5560545072164155,0.005604009517575025,0.5560545072164155,0.005604009517575025,0.5820844657905988,0.007894591473638324,0.054913913753953304,0.007789768442987637,0.1563986318147004,0.014738947628466219,0.6783582089552239,0.022210740579819303,0.5827152077365862,0.008052672496503531,abtype2_w35_t0.313
